# All functions Ghidra discovered.
# entry                section     size    name
0x0000000180093d20  .text            1  FUN_180093d20
0x0000000180093df0  .text            1  FUN_180093df0
0x0000000180093e90  .text            1  FUN_180093e90
0x0000000180093f4a  .text            1  FUN_180093f4a
0x0000000180093fc5  .text            1  FUN_180093fc5
0x0000000180093fe5  .text            1  FUN_180093fe5
0x00000001800940e0  .text            1  FUN_1800940e0
0x000000018009410d  .text            1  FUN_18009410d
0x00000001800941a2  .text            1  FUN_1800941a2
0x00000001800941cc  .text            1  FUN_1800941cc
0x00000001800941fd  .text            1  FUN_1800941fd
0x000000018009424d  .text            1  FUN_18009424d
0x0000000180094292  .text            1  FUN_180094292
0x00000001800942b0  .text            1  FUN_1800942b0
0x0000000180094360  .text            1  FUN_180094360
0x0000000180094430  .text            1  FUN_180094430
0x00000001800945c0  .text            1  FUN_1800945c0
0x00000001800948f0  .text            1  FUN_1800948f0
0x00000001800949f0  .text            1  FUN_1800949f0
0x0000000180094a28  .text            1  FUN_180094a28
0x0000000180094a30  .text            1  FUN_180094a30
0x0000000180094a50  .text            1  FUN_180094a50
0x0000000180094acc  .text            1  FUN_180094acc
0x0000000180094ae6  .text            1  FUN_180094ae6
0x0000000180094b12  .text            1  FUN_180094b12
0x0000000180094b66  .text            1  FUN_180094b66
0x0000000180094b70  .text            1  FUN_180094b70
0x0000000180094bd7  .text            1  FUN_180094bd7
0x0000000180094c6e  .text            1  FUN_180094c6e
0x0000000180094cce  .text            1  FUN_180094cce
0x0000000180094ce3  .text            1  FUN_180094ce3
0x0000000180094e71  .text            1  FUN_180094e71
0x0000000180094ea0  .text            1  FUN_180094ea0
0x0000000180094ff0  .text            1  FUN_180094ff0
0x0000000180095020  .text            1  FUN_180095020
0x00000001800955d0  .text            1  FUN_1800955d0
0x00000001800958c0  .text            1  FUN_1800958c0
0x0000000180095920  .text            1  FUN_180095920
0x0000000180095980  .text            1  FUN_180095980
0x0000000180095cf0  .text            1  FUN_180095cf0
0x0000000180096690  .text            1  FUN_180096690
0x00000001800966a0  .text            1  FUN_1800966a0
0x00000001800967bb  .text            1  FUN_1800967bb
0x0000000180096d0a  .text            1  FUN_180096d0a
0x0000000180096dc0  .text            1  FUN_180096dc0
0x0000000180096e90  .text            1  FUN_180096e90
0x0000000180096fe0  .text            1  FUN_180096fe0
